wrist_rel_shoulder_f125,arm_extension_f125,elbow_angle_f125,arm_vertical_angle_f125,wrist_above_nose_f125,wrist_asymmetry_x_f125,wrist_asymmetry_y_f125,wrist_rel_shoulder_f140,arm_extension_f140,elbow_angle_f140,arm_vertical_angle_f140,wrist_above_nose_f140,wrist_asymmetry_x_f140,wrist_asymmetry_y_f140,wrist_rel_shoulder_f155,arm_extension_f155,elbow_angle_f155,arm_vertical_angle_f155,wrist_above_nose_f155,wrist_asymmetry_x_f155,wrist_asymmetry_y_f155,wrist_vel_norm_v135,wrist_vel_y_ratio_v135,wrist_vel_z_ratio_v135,wrist_vel_norm_v145,wrist_vel_y_ratio_v145,wrist_vel_z_ratio_v145,wrist_vel_norm_v155,wrist_vel_y_ratio_v155,wrist_vel_z_ratio_v155,peak_vel_frame_ratio,peak_vel_normalized,kinetic_chain_delay,max_height_frame_ratio,player_mean_angle,player_mean_depth,player_mean_left_right
-0.6072695,0.6271673,77.03924,103.1936770881493,-1.9684616,-0.10406407,0.64550763,-0.398384,0.745196,96.18918,96.71186777285523,-2.5846534,-0.1717087,0.6866714,-0.20302917,0.99543446,169.04578,91.75653491845618,-2.7819886,-0.6935684,1.0164446,1.1655354,-0.08794552,0.9873444,3.400478,0.0027822296,0.73969996,0.48078114,0.7993782,0.373723,0.9916666666666667,5.1430826,0.4125,0.7333333333333333,44.384853,11.330428,-0.83885723
-0.9546481,0.64299786,79.00558,108.12461911133322,-1.0861114,-0.06933344,0.5984052,-0.36567697,0.72106177,92.06078,96.04977005171939,-2.3825834,-0.15716165,0.6784969,-0.13251595,0.99259514,166.04579,91.1860619520836,-2.89221,-0.7366172,1.0244749,1.2720318,0.2737393,0.8508425,3.0539207,-0.052390825,0.7410552,1.3904958,0.34270206,0.5778826,0.8583333333333333,7.2222385,0.26666666666666666,0.9916666666666667,44.384853,11.330428,-0.83885723
-0.69136214,0.6350281,78.07378,103.95086097502717,-1.652736,-0.09051242,0.63781464,-0.48439547,0.7707358,100.73342,96.74091937472538,-2.0484862,-0.17745914,0.68440235,-0.19228168,0.9954071,169.0131,91.58145521151106,-2.371206,-0.75372654,1.0505104,1.5253047,-0.13961424,0.9859928,3.581028,0.031099657,0.6172294,0.4093351,0.5940496,-0.49604338,0.44166666666666665,4.172887,-0.12916666666666668,0.7875,44.384853,11.330428,-0.83885723
-0.72023374,0.62535906,76.26122,105.51148560198114,-1.7876226,-0.022525601,0.64541996,-0.36779812,0.71955615,91.81515,96.84911907743268,-2.8780818,-0.1571938,0.66814625,-0.18263423,0.993426,166.85318,91.80625005442106,-3.7064624,-0.75299805,0.9760564,1.3795769,0.018016528,0.9812777,2.994375,-0.03642605,0.7625546,0.97392625,0.37760586,0.48298675,0.8375,7.7501917,0.25833333333333336,0.975,44.384853,11.330428,-0.83885723
-0.5690444,0.6509766,80.77747,102.4081420686488,-2.2252753,-0.17303163,0.61345994,-0.47624493,0.78672683,103.58985,97.54458048571799,-2.5378897,-0.22921318,0.6540705,-0.16026536,0.9960182,169.76598,91.58959647389604,-3.0980453,-0.77002555,1.0360683,1.3152049,-0.007932447,0.9998896,3.0826066,0.055943426,0.6489498,0.447972,0.430984,-0.656353,0.85,5.016826,0.2833333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.4755954,0.63546234,78.302284,99.6694934439775,-2.111872,-0.14529073,0.6602994,-0.40773585,0.7540582,97.66018,96.11264661252456,-2.2411878,-0.23207456,0.6974593,-0.20992215,0.99203503,165.52707,91.83811704267127,-2.648696,-0.7792765,0.99036115,0.9708996,-0.11677718,0.989853,2.9552588,0.010078304,0.6825318,0.36428964,0.80307764,0.5862628,0.9666666666666667,3.3515096,0.3958333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7019951,0.6371954,78.45271,105.06574311622981,-1.8047156,-0.10834595,0.65419334,-0.3808099,0.7197996,91.85683,96.5663024340972,-2.6220274,-0.15242341,0.70218855,-0.15314807,0.99523634,168.80765,91.41766177718904,-2.873849,-0.717058,0.98559976,1.2179208,0.15500608,0.95431167,2.8816748,-0.095906265,0.7077396,1.3844782,0.21392769,0.4585265,0.7958333333333333,7.039575,-0.16666666666666666,0.925,44.384853,11.330428,-0.83885723
-0.8466868,0.6196675,75.02032,106.67615399580549,-1.2803032,0.006006071,0.6569903,-0.43428043,0.7028673,89.10109,97.53598680073812,-2.1551583,-0.23182134,0.65826416,-0.2177582,0.9946428,168.13152,91.97251381772973,-2.7300644,-0.8114777,0.9998199,1.2921797,-0.13204615,0.9833244,3.0652986,-0.073307134,0.79747397,1.5175357,0.26994383,0.41562077,0.8666666666666667,7.9859705,0.2791666666666667,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.8286194,0.62925786,76.894844,106.80003682011281,-1.3121471,-0.05003874,0.6375527,-0.44397134,0.72559667,92.9026,97.52843012126087,-2.041208,-0.15722136,0.68929404,-0.3176154,0.99547845,169.09872,92.69761832437517,-2.1921284,-0.7242153,0.9882005,1.1359239,-0.14949347,0.92071754,2.9086816,-0.09658251,0.7708703,1.4484564,0.27016643,0.34071335,0.8458333333333333,7.9891415,0.30416666666666664,0.9708333333333333,44.384853,11.330428,-0.83885723
-1.0004433,0.6124905,74.27153,107.07357162939937,-0.99946123,-0.035948917,0.64954156,-0.5014917,0.7278238,93.18196,97.52571849708168,-1.7905376,-0.18461445,0.69827706,-0.3383543,0.9913112,164.88268,92.64735291310527,-2.0246,-0.7322981,0.98393726,1.4913148,0.07596296,0.9539037,3.1189225,-0.06543428,0.7657456,1.0059239,0.366801,0.6643611,0.475,4.4183383,-0.11666666666666667,0.7875,44.384853,11.330428,-0.83885723
-0.6023425,0.6613545,82.271416,101.50039338595676,-1.8255881,-0.19105168,0.65311474,-0.43140766,0.8234308,110.69872,95.83465233988267,-2.361132,-0.2438197,0.71870184,-0.19860207,0.9939203,167.35759,91.94037253896877,-2.8445776,-0.78052205,1.0431756,1.3731879,-0.12927619,0.9914456,2.9733279,0.06520027,0.5666868,0.4353014,0.33408055,-0.03537959,0.975,63.82919,0.004166666666666667,0.8125,44.384853,11.330428,-0.83885723
-0.5566621,0.6406877,79.05071,101.12867690611311,-2.0246756,-0.13414948,0.65315115,-0.37467065,0.73969984,95.08701,95.96275623690876,-2.8891008,-0.20423979,0.69045466,-0.15220073,0.9921985,165.67633,91.39029754243234,-3.7627969,-0.7823201,1.0384864,1.1080377,-0.23499915,0.9693715,3.281096,-0.03364013,0.665566,0.23621446,0.9924669,0.06928567,0.8416666666666667,4.658353,0.26666666666666666,0.7625,44.384853,11.330428,-0.83885723
-0.5774696,0.62825304,77.227486,102.86231256596788,-2.2062705,-0.10930495,0.6466054,-0.45895252,0.7590252,98.55291,97.29081459389266,-2.5151854,-0.19292244,0.68701553,0.020742448,0.99463004,168.11871,89.81084972173082,-3.6275532,-0.7631498,1.0985754,1.1528625,-0.052781645,0.99302226,3.471725,0.075927705,0.6387364,0.68934953,0.48404667,-0.05503408,0.45,3.6730971,-0.125,0.7291666666666666,44.384853,11.330428,-0.83885723
-0.78080183,0.6170261,75.2053,106.69180655001257,-1.5101128,-0.059219133,0.6123755,-0.40416327,0.73210233,93.92464,97.10100988808702,-2.3653882,-0.17350642,0.659714,-0.29265285,0.99292123,166.35553,92.63040585087238,-2.6446917,-0.67883563,0.96376365,1.2221905,-0.01391911,0.9646138,2.9056287,-0.10510037,0.81318146,1.6317855,0.2195482,0.42078862,0.625,3.2746394,0.025,0.7541666666666667,44.384853,11.330428,-0.83885723
-0.6960647,0.64447093,79.51232,104.55223016522038,-1.6877435,-0.10611047,0.64046204,-0.4358829,0.74224895,95.64965,97.05262559939455,-2.210209,-0.1908421,0.6919423,-0.19244862,0.99727196,171.532,91.73089208719598,-2.6347167,-0.78046376,1.0218376,1.3515419,0.0875643,0.9427603,3.1929715,0.016115127,0.68440664,0.30216166,0.7312687,-0.651066,0.875,6.9498873,0.2916666666666667,0.8875,44.384853,11.330428,-0.83885723
-0.7361388,0.6221331,75.76784,105.28860025748344,-1.6446406,-0.04434918,0.64722115,-0.38204655,0.71690506,91.27114,96.88993382857868,-2.673239,-0.18851016,0.6682588,-0.17964822,0.9898613,163.66847,91.67595179346428,-3.5893493,-0.7765247,1.0030559,1.3203421,0.14801385,0.92176425,2.8608685,-0.0636515,0.81325793,1.539104,0.3924083,0.5388011,0.9666666666666667,3.755748,0.37916666666666665,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.63233596,0.6229578,76.46479,102.28787926534108,-1.6631887,-0.07802937,0.67906487,-0.39698467,0.7483146,96.78254,95.5522173661067,-2.0206158,-0.17312476,0.7036323,-0.18565382,0.991366,164.93028,91.50367618953439,-2.5696578,-0.7334522,0.988168,1.2817321,-0.14561339,0.9678228,3.4732864,-0.023917176,0.66494113,0.39243978,0.86695623,0.49829513,0.9708333333333333,5.8660088,0.3958333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7226515,0.63779074,78.47289,104.69140570527676,-1.6082553,-0.09811562,0.62637794,-0.41967985,0.73986816,95.215065,96.65373106187475,-2.2140508,-0.1645416,0.7121892,-0.15533768,0.9970904,171.25626,91.34253972411899,-2.6944048,-0.7711844,1.0398664,1.357317,0.12497424,0.92920536,3.1830153,0.018545507,0.76462096,0.47424987,0.9895044,0.10464313,0.9,8.096274,0.325,0.9291666666666667,44.384853,11.330428,-0.83885723
-0.71934074,0.6261501,77.06357,103.02789225170824,-1.4201901,-0.07478304,0.64137816,-0.45516115,0.7519953,97.410446,96.54791741507134,-2.0487773,-0.16847569,0.69965553,-0.17269027,0.99606025,169.8241,91.4510303849079,-2.4476395,-0.7319192,1.0425383,1.2203864,-0.04484659,0.98864985,3.379758,0.066055834,0.6478355,0.54753494,0.1391826,-0.04061814,0.9625,4.3243656,0.39166666666666666,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.4246426,0.6539166,81.04038,98.53704558764146,-2.4447463,-0.20654003,0.65720403,-0.48288518,0.8035176,106.6974,96.72302955958051,-2.3353205,-0.27292767,0.68796444,-0.14446357,0.9886619,162.72734,91.32055913776034,-2.8576384,-0.6680508,0.9910863,1.2804097,-0.19825906,0.95079386,3.137245,0.097583674,0.61538,0.76251996,0.02326419,-0.0059376378,0.4166666666666667,3.6349642,-0.14583333333333334,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7449448,0.64558476,79.41819,104.46288940257247,-1.5458215,-0.11424434,0.62470067,-0.43119997,0.72931504,93.31224,97.1116014458816,-2.2894063,-0.19793311,0.66714364,-0.08745419,0.99575055,169.43161,90.80403890961522,-3.2379375,-0.761724,1.0192764,1.2554171,0.107472315,0.9709434,3.1454885,-0.025208645,0.7045835,0.7487241,0.6513108,0.42318693,0.4666666666666667,3.8600898,-0.11666666666666667,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.72645366,0.6006338,72.69951,104.99372256177834,-1.5738195,-0.11833458,0.61340904,-0.44374767,0.7295172,93.26665,97.31340635728546,-2.1777089,-0.25935972,0.67408884,-0.19852509,0.99618614,169.98795,91.83713494836746,-3.022285,-0.82896173,0.98077923,1.3350816,-0.0014044138,0.9935877,3.2244112,-0.010253849,0.776196,0.7566511,0.32404423,0.3024647,0.8625,3.9055884,0.2833333333333333,0.7541666666666667,44.384853,11.330428,-0.83885723
-0.7529986,0.64138365,78.844925,104.43980533922088,-1.5037802,-0.097563915,0.63821375,-0.36127025,0.7224453,92.35912,96.05812964942552,-2.406341,-0.13527524,0.7025099,-0.18936628,0.98919415,163.13841,91.61173313079802,-2.7863224,-0.77744216,0.93110937,1.1402414,0.18530425,0.89542824,2.9192429,-0.07729724,0.7595981,1.5958437,0.29991361,0.4573616,0.6208333333333333,3.6841338,0.03333333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7997365,0.6407678,79.092735,105.77906480649449,-1.3565339,-0.10773961,0.646636,-0.5042647,0.7308037,93.72309,97.69314767332416,-1.8879975,-0.20876351,0.66074115,-0.16962199,0.9977318,172.28029,91.41322997198085,-2.3784907,-0.7297256,1.0401545,1.3403217,0.031313915,0.9442085,3.394242,0.07212772,0.6308234,0.21571338,0.41562715,-0.5177535,0.825,7.88222,0.3,0.9541666666666667,44.384853,11.330428,-0.83885723
-0.54638207,0.693335,87.53874,100.25943624661775,-1.9490768,-0.118813224,0.6677744,-0.39887303,0.8938467,126.589096,94.70074201338952,-2.1777487,-0.24231172,0.77616674,-0.033607665,0.9929293,166.3649,90.27906888986723,-2.9269667,-0.59216285,1.0699413,1.7242165,-0.09215788,0.93852144,2.8353252,0.08507921,0.5642324,0.8379523,0.30508173,-0.07981702,0.9666666666666667,27.315823,-0.016666666666666666,0.7625,44.384853,11.330428,-0.83885723
-0.5841421,0.65654457,81.56714,101.57663922044051,-1.84113,-0.11294448,0.65176564,-0.41514477,0.77594346,101.688896,95.88679186810447,-2.3421192,-0.15872017,0.7050235,-0.24009043,0.9942286,167.68243,92.26680401890412,-2.922555,-0.6310502,1.0195576,1.1513468,-0.1657645,0.9853021,3.1877046,0.08067781,0.63952124,0.56365037,0.018993078,-0.23408423,0.875,7.174582,-0.058333333333333334,0.9208333333333333,44.384853,11.330428,-0.83885723
-0.7440648,0.63900256,78.68917,104.914103830109,-1.546423,-0.068426184,0.6396151,-0.44355547,0.7259231,92.89024,97.87376631010879,-2.5610468,-0.1713744,0.67529136,-0.35779777,0.99207157,165.55959,93.43524867799027,-2.975307,-0.7086125,0.94745994,1.4010699,0.024763709,0.96277195,3.2568338,-0.021306392,0.724555,0.3970683,0.28955215,0.7588868,0.9625,5.2419715,0.3875,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.80507094,0.63368565,77.55682,106.57553618693298,-1.4327409,-0.026270658,0.6442409,-0.43209726,0.73987556,95.164986,96.62440599595432,-1.9701469,-0.20111766,0.6726513,-0.32324326,0.9938035,167.23112,92.87619705175152,-2.3208642,-0.6925774,0.9572629,1.3449185,0.009729125,0.94897974,2.797133,-0.1296369,0.76182365,1.5160279,0.24411154,0.448101,0.8875,7.10263,0.004166666666666667,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7323712,0.64108527,79.19304,103.73663008738096,-1.4672344,-0.06901756,0.6314647,-0.51913655,0.75500846,97.90879,97.63185476648816,-1.9860492,-0.12624507,0.6734824,-0.260865,0.9954902,169.11296,92.23378988255764,-2.4884593,-0.7084871,1.0192424,1.3462949,-0.025748478,0.97571707,3.3544962,0.029219387,0.65765226,0.27508926,0.42304638,0.45998335,0.9666666666666667,5.482262,0.3958333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7525711,0.6455907,79.51023,105.06478530413615,-1.4836287,-0.09607388,0.6075127,-0.4440679,0.730011,93.62266,97.0712763483041,-2.1518407,-0.19675344,0.68213475,-0.14535359,0.99458444,168.0688,91.30151738818087,-2.998658,-0.7406602,1.0612153,1.1371632,-0.029488478,0.9500231,3.11377,-0.016124567,0.72486013,0.72943944,0.55785096,0.3713284,0.8666666666666667,7.0365577,0.2916666666666667,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7913864,0.62554187,76.755135,105.41858359202371,-1.3615795,-0.12791865,0.6383274,-0.4915623,0.7197017,91.82633,98.22943800803756,-2.0027227,-0.1853058,0.68164057,-0.24115041,0.9904792,164.17471,91.94941342098896,-2.2979527,-0.7542983,1.0199667,1.193695,0.009976878,0.9605633,3.2341485,-0.03480814,0.70804334,0.55496264,0.5200032,0.72929204,0.9041666666666667,4.581014,-0.0625,0.7333333333333333,44.384853,11.330428,-0.83885723
-0.7576932,0.6249361,76.43648,106.00617090839332,-1.5263823,-0.08693389,0.6369472,-0.4259352,0.718786,91.71305,96.8884845411285,-2.1526763,-0.1993419,0.68696845,-0.29506606,0.9965179,170.43423,92.62233743363701,-2.308225,-0.7862809,1.0146207,1.2057867,-0.043383837,0.9816958,3.3133738,-0.07964466,0.71803033,1.0597277,0.27087685,0.3620634,0.4625,3.6932583,-0.11666666666666667,0.0625,44.384853,11.330428,-0.83885723
-0.78931284,0.6141985,74.51875,105.49721073810115,-1.4074297,-0.077053,0.6254767,-0.46237463,0.7427359,95.725876,97.37073028690708,-2.1580126,-0.190153,0.6820676,-0.26965824,0.9965255,170.44478,92.48857213140542,-2.523703,-0.7298821,0.98864347,1.372623,-0.012111472,0.9627626,3.1786904,-0.046306312,0.66534305,0.36796606,0.9451398,-0.07444707,0.9708333333333333,8.307096,0.4,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.67343307,0.628529,77.084885,104.93420671056046,-1.9510558,-0.15749587,0.5930631,-0.37863198,0.7554402,97.97567,96.63930314429379,-2.6330142,-0.20347323,0.6697933,-0.14192162,0.99682987,170.87323,91.3388347769517,-3.4230309,-0.7911203,1.0274794,1.3459424,0.055785894,0.9555735,3.0901184,-0.004669007,0.7380144,0.95031524,0.45236343,0.37599427,0.9833333333333333,4.0670776,0.4,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.8727511,0.6299366,76.922035,107.2606533779725,-1.2538905,-0.055405382,0.6026721,-0.38706583,0.71352655,90.83485,96.89484144169982,-2.2027628,-0.20183434,0.6754786,-0.393499,0.9868272,161.36508,93.49460395882149,-2.174888,-0.71674,0.89124775,1.1658064,-0.0026736076,0.9747706,2.5627265,-0.14137657,0.85213315,2.1327927,0.21056159,0.5050453,0.9166666666666666,5.947046,-0.06666666666666667,0.8291666666666667,44.384853,11.330428,-0.83885723
-0.5825885,0.631869,77.83887,101.8663892570655,-1.8323959,-0.13515426,0.6568722,-0.56022453,0.7752101,101.54968,98.11763373198738,-1.880493,-0.19460678,0.6983371,-0.23012845,0.99602234,169.77258,91.91250836689048,-2.228498,-0.7725423,1.0773703,1.0623375,-0.09310319,0.9818555,3.1541443,0.03609971,0.6616161,0.60150677,0.4320353,-0.22005326,0.45,3.9991267,-0.11666666666666667,0.825,44.384853,11.330428,-0.83885723
-1.0093548,0.62900394,76.57665,108.26784894343511,-0.98547167,-0.049313124,0.6234112,-0.52004135,0.7120947,90.31114,98.92257951435565,-1.8103735,-0.20982009,0.6584116,-0.40090582,0.98890334,162.91063,93.48296919060671,-2.1494184,-0.7490079,0.9389324,1.4553276,0.08738607,0.9212336,2.9617476,-0.12842299,0.8060938,1.6975676,0.30742484,0.57313997,0.9583333333333334,6.329807,-0.0125,0.925,44.384853,11.330428,-0.83885723
-0.73090273,0.6383964,78.45823,105.21803841333723,-1.6116713,-0.076329455,0.61543494,-0.39686918,0.72593963,92.86516,96.32523346543073,-2.268234,-0.18160667,0.67696846,-0.20001663,0.99594176,169.67267,91.83140734355456,-2.8865352,-0.7601046,0.9836138,1.1198012,0.06311416,0.97443104,3.0211205,-0.025106916,0.7119583,0.5762567,0.495331,0.41028956,0.9666666666666667,5.1036243,0.38333333333333336,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.65111464,0.6535792,80.86956,103.16550854133992,-1.8885219,-0.12792759,0.627894,-0.43928453,0.7631417,99.3606,96.88266391789203,-2.506919,-0.17935461,0.6890861,-0.17787644,0.9970569,171.2058,91.58110928948152,-2.724969,-0.79592174,1.0130749,1.3238038,-0.120022126,0.99258435,3.1571956,-0.014643113,0.65179515,0.47129795,0.8110922,-0.43505722,0.8333333333333334,7.082572,-0.13333333333333333,0.8791666666666667,44.384853,11.330428,-0.83885723
-0.81850624,0.61793214,74.83035,107.11630614889269,-1.4140931,-0.033027425,0.6041776,-0.4106602,0.6714416,84.03992,97.82599227182855,-2.3999329,-0.15366378,0.66386425,-0.24394847,0.99144495,164.9998,92.15060250165628,-2.5990405,-0.7240606,0.9728278,1.3924538,0.17995824,0.9303024,3.5285451,-0.09514188,0.8305079,1.5195591,0.28643218,0.5569249,0.9833333333333333,5.8836036,0.3958333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.5875901,0.65904355,81.510315,100.91845957216184,-1.8706554,-0.17364097,0.6195736,-0.3828907,0.80060846,106.279175,95.64441257706856,-2.9832907,-0.22015141,0.7289235,-0.054657884,0.98579335,160.65689,90.47838302469465,-3.354172,-0.7098532,1.0436848,1.2783762,-0.13009246,0.9910074,2.971602,0.08890063,0.57830477,0.74268615,0.09482229,0.646453,0.8333333333333334,6.767319,-0.08333333333333333,0.9958333333333333,44.384853,11.330428,-0.83885723
-0.7217143,0.6577664,81.61147,104.89926145023772,-1.5786464,-0.09306053,0.6209471,-0.41227722,0.7233422,92.425354,97.31840358159845,-2.3812654,-0.18089846,0.66386503,-0.27756336,0.99547946,169.1,92.50117551093447,-2.7424142,-0.737752,0.9947434,1.1424388,-0.038139813,0.9830942,3.1700878,-0.059221663,0.7362265,0.7550048,0.51995695,0.40146643,0.8416666666666667,6.826087,0.26666666666666666,0.9583333333333334,44.384853,11.330428,-0.83885723
-0.39180318,0.70115894,88.67527,97.22038152292684,-2.4559298,-0.16423745,0.68049574,-0.37417185,0.97474766,154.16486,93.70519843730133,-2.6670663,-0.57778704,0.86400187,-0.08501954,0.98972344,163.55696,90.88379386843259,-3.2732995,-0.58013654,1.1225233,3.299744,-0.017678289,0.72477424,0.5639488,0.76007277,0.113324106,0.2767797,0.6193432,0.47675222,0.9375,3.7477024,0.4,0.7958333333333333,44.384853,11.330428,-0.83885723
