feature,train_mean,test_mean,abs_mean_diff,train_std,test_std,std_ratio,mean_shift_z,wasserstein,train_n,test_n,drift_score,delta_mse_mean_all,stability_adjusted
right_knee_z_q75,2.1111187782840455,2.11428495881934,0.00954500822333411,0.03380348871773285,0.032211777207268165,0.9730825888272657,0.3772951185737806,0.4576860515435026,345,113,0.4230637237281309,1.468473746225647e-06,1.0319100415113889e-06
right_knee_vel_mean,0.801472369570663,0.765910904917517,0.057082599709222505,0.17130574327917122,0.1349610279639205,0.7325432436767398,0.32880445556982363,0.37313817325419396,345,113,0.366118272895243,-7.651844112852063e-07,-5.601157868004612e-07
right_shoulder_z_min,4.58673311178235,4.578222811477244,0.019133091801454262,0.05074240265203296,0.05314012054072581,1.043103365654964,0.3238213936629616,0.4090660304461608,345,113,0.36472799670757766,1.8938723839389213e-06,1.3877288283877158e-06
right_knee_z_min,1.797269244124924,1.7918579071576368,0.010738426529314837,0.03531572534521655,0.03677990410818548,0.961453286948537,0.3204567124826042,0.38189708691592217,345,113,0.35864642117419643,-1.9155106659085053e-05,-1.4098669352494555e-05
right_shoulder_z_range,1.082552580902542,1.0925813120273848,0.02030199533003156,0.06474076636656503,0.05492775262744837,0.8666951162213294,0.31417890389270486,0.4104643068774791,345,113,0.3552253345804528,-1.1126327840153284e-05,-8.209946756638624e-06
right_hip_z_q75,3.5253435024316766,3.527503044754441,0.011697828090679712,0.044658496981578116,0.04313442529110239,0.9468666474596394,0.31107688103759357,0.3689093947772477,345,113,0.3479678205153183,-1.1516800036176851e-05,-8.543824163231184e-06
mid_hip_z_q75,3.5218933630680693,3.5223264200730524,0.011329382450980079,0.04367852785323274,0.04129620371308532,0.933697573727863,0.30463116978522137,0.3549898841782584,345,113,0.3401301582030472,-9.858658012789155e-06,-7.356492914097557e-06
acceleration_at_release,64.07250424951748,64.79230695736231,8.851136065890776,50.26220802924265,27.283256250902397,0.7680928318455433,0.3005695057581488,0.35674988054588674,345,102,0.33624449381273747,1.0691188369487597e-05,8.000922300515663e-06
guide_hand_vx,1.837552489874635,1.992375041341318,0.653145829095669,2.861416599340578,2.9334961909594073,1.0092831480742326,0.295287953284438,0.4068981629219041,345,102,0.33597776957662845,1.7092333793202356e-05,1.2793875903054076e-05
forward_position,0.08044888040293817,0.07592456265901296,0.06452355500551017,0.22535521509647127,0.2524275420038539,1.1111813887125155,0.29812053402456434,0.35755012811678943,345,113,0.33387554683624326,3.0145347648988644e-05,2.2599820290947664e-05
right_elbow_vel_release_mean,2.543000214341758,2.626957538164103,0.2791493615473537,0.9143098306467945,1.3839770826914957,1.3387006489765272,0.27406090323553944,0.3769401706043827,345,113,0.31175492029597773,-2.5731991267314066e-05,-1.9616462548894447e-05
right_elbow_vel_load_mean,2.572730294690616,2.573059190725079,0.048579758777624035,0.24213750339527518,0.250856079676922,1.0844330104703968,0.27262176638977564,0.3367968186233794,345,113,0.3063014482521136,0.00037553432160092874,0.00028747906702806576
right_elbow_vel_max_time,0.654202897047651,0.6701442194471495,0.03602032200380524,0.1324144094795415,0.1353695373143763,1.0431708208119725,0.2746511818660671,0.2869647139140505,345,113,0.30334765325747215,0.00026146082191496093,0.0002006071221761046
right_knee_vel_release_mean,1.0162332810353543,0.8919881122955902,0.1876734374905606,0.6294521779685557,0.42578337137292765,0.6228717648379929,0.2703216660105797,0.3144383363942641,345,113,0.30176549965000615,1.2299225321072408e-05,9.448111295297954e-06
right_wrist_vel_prop_mean,4.036975626323534,4.214191271786391,0.24745076308490155,0.996667165490168,0.8903879460188833,0.8211155819707696,0.2663928705195636,0.3339296107814796,345,113,0.29978583159771155,-2.9397258998113903e-06,-2.2617002188720933e-06
right_wrist_vel_load_mean,2.9649132569630945,2.953013267653847,0.06677604529686049,0.30220260680463645,0.28393261652166013,0.9977388540492977,0.2664507213337267,0.3305728869304897,345,113,0.2995080100267757,9.922337015535043e-05,7.635456602788157e-05
right_wrist_vel_release_mean,4.645149795214335,5.0735865719744595,0.471890001134496,1.4265033752280558,2.391179762628022,1.3301351336548615,0.2597354425303026,0.3956829957368323,345,113,0.29930374210398586,4.583344622090428e-06,3.5275389992093266e-06
neck_z_max,5.669519919243411,5.672203823801774,0.004990452967201327,0.022552372000899906,0.02138687215176182,0.9515129150814143,0.2643411600419632,0.3353129461653608,345,113,0.29787245465849926,-2.288820076994288e-06,-1.7635169532868546e-06
neck_z_range,1.026197552335435,1.0342293698605907,0.01689494464681105,0.057743908128388324,0.051196550895655134,0.8422095303257471,0.26164769234216206,0.3610739641014919,345,113,0.29775508875231127,-1.306986214877365e-05,-1.0071131496266594e-05
right_knee_vel_prep_mean,0.3099760150347931,0.29475744934325965,0.03730534360032394,0.12773170781559617,0.1057086763400176,0.8812924857494033,0.25819015192416156,0.38850578899950616,345,113,0.2970407308241122,-2.439083271592691e-06,-1.88049859470716e-06
knee_bend_depth,126.71976906596751,126.49051810367638,1.0475026779989192,3.8755327140435156,3.2307144259590976,0.8806350211732411,0.2610989195236507,0.3553513481719477,345,113,0.2966340543408455,-3.102417746305267e-05,-2.392670264920974e-05
right_wrist_vel_mean,3.2463241943414665,3.3685985476837605,0.14167087542198323,0.45772963429587155,0.6446303630612193,1.2155009887519201,0.2638836893810015,0.3163618383600996,345,113,0.29551987321701145,3.1644426927104004e-05,2.4426045158632062e-05
right_hip_z_std,0.18308719327484355,0.18442727193173472,0.003521168563271747,0.013020782910576296,0.012351727056545738,0.9546176519423208,0.2572705525969621,0.3424180031721237,345,113,0.29151235291417443,-3.932903018174803e-05,-3.0451919482617277e-05
wrist_vy_release,0.9931541316415371,1.0533431422323845,0.2736299767827388,1.4515160920150385,1.0083219822455776,0.8131654517085696,0.2580932929785095,0.3313142259958285,345,102,0.2912247155780924,0.0002910205618122381,0.00022538335759933595
velocity_magnitude_release,12.37386069919752,12.277329155833584,0.4824704542809411,2.7560828790993486,1.4745718341891845,0.8251681282324042,0.2576726477964906,0.3178210903816189,345,102,0.28945475683465244,-5.441521060494495e-06,-4.220017051123466e-06
peak_velocity_magnitude,12.37386069919752,12.277329155833584,0.4824704542809411,2.7560828790993486,1.4745718341891845,0.8251681282324042,0.2576726477964906,0.3178210903816189,345,102,0.28945475683465244,-2.2689729197913724e-05,-1.7596374806986146e-05
arm_extension_angle,108.35225920746292,111.45141979900839,5.070554353664058,22.13487195733389,23.51798798332618,1.067038198995864,0.25089623944824585,0.345715551461247,345,113,0.28546779459437055,-1.9875436408374602e-05,-1.5461636994683556e-05
neck_z_energy,6330.078075464221,6311.159617987774,23.964150822955666,90.29441650764073,122.41681510263984,1.3143046777624006,0.24813019669107292,0.36427359395903686,345,113,0.2845575560869766,-7.728998569625753e-07,-6.01685656901965e-07
right_knee_vel_std,0.9059713537278382,0.838353369141403,0.10603720330054578,0.42209145490060884,0.23643995688623026,0.6621526195817327,0.2550930982418457,0.2745595356870934,345,113,0.282549051810555,-1.829894893508645e-05,-1.4267640609342858e-05
right_shoulder_z_q75,5.274632218955221,5.271379986598455,0.01631429690077846,0.07266720793428608,0.05984583318726086,0.8375048256840366,0.2491357026525327,0.30632349083986987,345,113,0.2797680517365197,1.2479981711969069e-05,9.751752823517479e-06
neck_z_min,4.643322366907977,4.637974453941183,0.01567398919127041,0.05422349980683137,0.05069689263623718,0.9001847382793937,0.24522598648125377,0.33107011453415663,345,113,0.2783329979346694,-1.713697215604899e-05,-1.340571837208007e-05
right_knee_vel_max,4.631349556342415,4.264032494396763,0.8249138282608727,3.8255031943792805,2.173780591701446,0.7396620856335007,0.25112189538006235,0.2638287380749303,345,113,0.2775047691875554,-1.4840259375860916e-05,-1.1616598022799367e-05
right_knee_vel_range,4.609124477358832,4.241042644955581,0.8241558725811906,3.825458297992523,2.1709249797554007,0.7385465574581387,0.25078847011492506,0.26364289017196557,345,113,0.2771527591321216,-3.12566257046034e-06,-2.44736782511777e-06
wrist_snap_angle,162.6623330157736,160.91795612912898,2.42078688318999,9.447967414593608,12.781507485919956,1.2778323711395612,0.24281730194257492,0.32215837361658317,345,113,0.27503313930423323,-8.567793390979611e-06,-6.719663298833888e-06
right_knee_z_range,0.5681038697560629,0.5730823203284823,0.012735269256483136,0.06346772568486095,0.04183207565791966,0.7677337747621233,0.24160721426146672,0.3310507419829497,345,113,0.2747122884597617,8.093522777002638e-06,6.349293758501429e-06
mid_hip_z_std,0.18092180946166966,0.18212772257826226,0.003361458761557034,0.01280277371595641,0.012102656455510659,0.9552247418555266,0.24139276677141858,0.33205284750270997,345,113,0.2745980515216896,8.716589997306821e-06,6.838697098979907e-06
right_elbow_vel_mean,2.3001248591188075,2.331172828911183,0.07542926487214567,0.265105016067899,0.36169738046410405,1.2534307089635575,0.24276876769698874,0.3081328056305872,345,113,0.27358204826004745,-2.016620483324194e-05,-1.583424080199055e-05
mid_hip_z_energy,2842.2871037137684,2832.921070959626,10.74047576612363,43.15816276232115,64.87710764722854,1.4550004689009866,0.23482248653598536,0.3689448328259853,345,113,0.2717169698185839,0.00011621185058157137,9.138185094608708e-05
right_knee_vel_load_mean,0.9172705042189446,0.9193594195310738,0.01901387586173614,0.08610078553633921,0.09332679793145474,1.131684721045825,0.23359845312855168,0.3702645820939854,345,113,0.2706249113379502,-1.2102107346047709e-05,-9.524531778071595e-06
right_elbow_vel_prep_mean,0.9499526245222575,0.9112960706563662,0.07043398321098845,0.2972190537373044,0.25379000284958986,0.9390348092229488,0.23897374655595416,0.30216855717668223,345,113,0.2691906022736224,-2.2507744788943e-06,-1.7733935902631745e-06
elbow_height_relative,-0.5324988814367765,-0.5817383086810429,0.04923942724426649,0.2686741064389144,0.23399077223903547,0.8211122602598105,0.2391875743023511,0.2745948503878295,345,113,0.26664705934113403,-8.207385841771137e-06,-6.4796154392371425e-06
wrist_z_release,4.85045999582263,4.72902089508701,0.1214391007356208,0.602261130759153,0.6248974984105421,1.0216978748576655,0.23613692470729974,0.273118033720597,345,113,0.26344872807935943,-6.483906832823534e-06,-5.131911322337623e-06
release_time,2.90115941538327,2.9935734948731163,0.09241407948984653,0.43693206832885195,0.4456501872464451,1.0128130361320895,0.236637973107085,0.26062810824034865,345,113,0.2627007839311199,-5.886207933629831e-07,-4.661601551639586e-07
time_to_peak_velocity,2.90115941538327,2.9935734948731163,0.09241407948984653,0.43693206832885195,0.4456501872464451,1.0128130361320895,0.236637973107085,0.26062810824034865,345,113,0.2627007839311199,8.766271144188468e-07,6.942476995141128e-07
right_wrist_vel_max_time,0.7252898538458175,0.7483933737182791,0.023103519872461634,0.10923301708221299,0.11141254681161128,1.0128130361320284,0.23663797310513224,0.2606281082382287,345,113,0.26270078392895513,2.601547519029355e-07,2.0603040341311208e-07
release_frame,174.06956521739133,179.614409692387,5.544844474995701,26.21592485329722,26.739011234786712,1.0128130042797057,0.23663795884701988,0.2606280544534827,345,113,0.26270076429236816,-1.882693557045867e-07,-1.4910053199349648e-07
right_elbow_vel_prop_mean,3.1423996709395148,3.238976488000547,0.14641504003462094,0.6895821413765593,0.5855547535570629,0.798054517594081,0.23248377785085445,0.2970715169978184,345,113,0.2621909295506363,-2.389842011392147e-07,-1.8934076893128804e-07
right_wrist_z_std,1.286961845556895,1.2956497933217868,0.01535535059525443,0.07058626926791924,0.08554647418189959,1.1531618484089268,0.2255307724633417,0.35069442270424145,345,113,0.2606002147337658,4.540168755981212e-06,3.6015928784686737e-06
wrist_vx_release,0.8273965108620032,1.3100868925047569,0.9993508391898107,4.574011796652317,3.600935111787605,0.7885957611607439,0.22526381041603938,0.2947372654457632,345,102,0.2547375369606157,5.8348543173144364e-06,4.650258835364374e-06
left_wrist_z_max,7.09042980912803,7.087657420048999,0.006684307261659293,0.03963776875468345,0.04701253887004142,1.2506426745825325,0.22010066857780566,0.342667254499748,345,113,0.25436739402778047,6.809829807304185e-05,5.428895744362251e-05
shoulder_rotation,-78.4045633122541,-78.79615659200769,1.578336522177255,10.694770159362623,6.396286755294632,1.2187194135061703,0.2208226699621137,0.3212086796085184,345,113,0.25294353792296553,1.7214665683271153e-07,1.3739378640962798e-07
neck_z_std,0.25653107472951864,0.25644897867901584,0.004031845308881961,0.01814047948441875,0.016499418802703968,0.8938711070550953,0.22320403233924482,0.28553804293925444,345,113,0.25175783663317025,-1.5258832501522403e-06,-1.2189923685689717e-06
right_shoulder_z_energy,6308.276379925272,6291.229672014126,21.42948489978278,92.8326085811594,124.90846482884295,1.3003592963421857,0.2165178875883384,0.34606780683718,345,113,0.2511246682720564,2.7872042382852003e-07,2.2277589987372262e-07
right_hip_z_energy,2839.077386209239,2830.322239137623,9.950845050041513,43.72773117358749,64.97962860324124,1.4342047601387278,0.2152291655205498,0.3559295920619715,345,113,0.2508221247267469,2.4404755706424536e-06,1.951097220298687e-06
neck_z_q75,5.24034035862356,5.233907506734099,0.014871020751476288,0.06772081135067098,0.053380547110822435,0.8165716394311371,0.2196210711625351,0.2983266282456307,345,113,0.24945373398709816,-4.98131352298912e-06,-3.986793098047244e-06
right_wrist_z_q75,5.755115390169447,5.694553622152207,0.08318024120591955,0.47383237657735433,0.4102949187467596,0.9136103672477873,0.21927861244039357,0.28980398198667584,345,113,0.24825901063906114,-3.3911498006734704e-07,-2.71670364224916e-07
elbow_alignment,-0.03295935202335966,-0.013893255481165288,0.03958317204581185,0.18116738234779498,0.16168467079009569,0.8266960927310824,0.2168787044581164,0.30229016702124634,345,113,0.24710772116024105,3.592317584101747e-06,2.8805190787846703e-06
right_knee_z_energy,1021.3748009723166,1018.3911749705666,3.505936530611903,15.717863299659989,23.55517753268848,1.4486054908797474,0.20420556586196728,0.4252958456913192,345,113,0.2467351504310992,-6.907744784623736e-06,-5.54066738411535e-06
right_hip_z_min,3.0593201512875763,3.0562930049595955,0.00917768715714976,0.041748064046002245,0.038039475417319724,0.916265708058147,0.21577284951923692,0.308631336274026,345,113,0.24663598314663954,4.26330872159473e-06,3.4198505251177597e-06
wrist_x_release,18.242555120716922,18.28619965987974,0.08910318629646109,0.49055153418429154,0.4862225299282783,1.0534042359651279,0.21850620712068736,0.276641145878447,345,113,0.24617032170853206,1.1266572642603422e-05,9.040957280347246e-06
mid_hip_z_min,3.063117549039316,3.0597251408164454,0.00928430084292536,0.039983540308138714,0.03562056279879898,0.8979863415547851,0.2149516243135348,0.30898809926767656,345,113,0.24585043424030245,7.246934670438963e-06,5.816857683127923e-06
right_shoulder_z_max,5.669285692684893,5.670804123504629,0.005294038397148068,0.03805621765006219,0.0235051088325251,0.7485744076592373,0.2140686084461768,0.3000240374738471,345,113,0.24407101219356153,2.752038363701297e-05,2.2121232122022267e-05
lateral_offset,-1.059985409612241,-1.0197047514798103,0.06070958631166273,0.27398742365961026,0.34941656914261093,1.268096811670421,0.21215671387610524,0.2854059069660401,345,113,0.24069730457270927,6.603070736555086e-06,5.322064223254805e-06
mid_hip_z_range,0.7856600146362747,0.790738131298385,0.010593246296453654,0.04813038860254487,0.04070682919097463,0.8835115219141354,0.20476001775910224,0.31474261321035896,345,113,0.23623427908013814,1.1446249932358928e-05,9.258965008538588e-06
left_wrist_z_q75,5.370722834960274,5.302152642680015,0.08320493029267942,0.46866907516869927,0.4018724586729514,0.847303476585913,0.20586710535613761,0.27854678132793054,345,113,0.23372178348893066,3.423147947063208e-05,2.774651459409788e-05
right_wrist_vel_min,0.11923427451671899,0.10560443703036565,0.013629837486353321,0.06403353866365752,0.05494456913412005,0.8520542394097368,0.2065984218455865,0.25582965760446275,345,113,0.23218138760603277,4.579420551595135e-06,3.7165149527963168e-06
release_height_relative,1.3851562430893165,1.2876276469046732,0.09752859618464345,0.5706461856828886,0.5914379323690196,1.0146221339637396,0.20456347218957466,0.25120907680067506,345,113,0.22968437986964216,-1.2523549192657024e-07,-1.0184360635681682e-07
right_knee_z_std,0.1264961068289004,0.12768359669970553,0.0021104352744795696,0.010263935643887947,0.009639067463581367,0.9438601050857146,0.1951186408130936,0.34164984754145983,345,113,0.22928362556723958,-2.383179353748149e-06,-1.9386733087317068e-06
right_elbow_z_q75,5.2613133941871535,5.219715094024144,0.05328638331412246,0.3521713246396049,0.28565520091418256,0.8661099781553433,0.19825373682311734,0.280514213100016,345,113,0.22630515813311894,-1.1014421236677645e-06,-8.981794754452136e-07
set_position_stability,0.6035898155276326,0.6054569261542683,0.015558641456039524,0.08727975662509452,0.10749434859712648,1.3516189212200946,0.18772213127539297,0.3551253765677161,345,113,0.2232346689321646,0.0001501409717153299,0.00012274093886367447
wrist_y_release,-24.698483503037604,-24.711055190812996,0.07531448649316573,0.41248154206336946,0.40671887151550346,0.9313836987236219,0.19145055607665598,0.31301807376672464,345,113,0.22275236345332844,8.706216275076352e-05,7.120179469936198e-05
shoulder_elevation_rate,3.9912250268718474,3.87489026167374,0.17044985639756707,1.2607341554480367,0.23261223056813315,0.4979721759343474,0.19631035515309803,0.24837659854899496,345,113,0.22114801500799752,-1.4925974876268596e-05,-1.2222903933697868e-05
right_knee_vel_max_time,0.6370410615119382,0.62959285275566,0.02198854777585228,0.12554226028859,0.15047491862309872,1.2317266266355302,0.19366577503721438,0.2707241362288324,345,113,0.22073818866009762,0.0008544003312898508,0.0006999046472263268
right_elbow_z_min,3.7279074972954347,3.72555077275494,0.0130083142369242,0.06837566906579225,0.07101387847574156,1.0139076957927284,0.19148804269666625,0.2811911297450103,345,113,0.2196071556711673,1.0670269596536265e-06,8.748939809773633e-07
left_wrist_z_energy,5572.710505123416,5498.303789948141,76.05435562100281,433.8423935229318,333.34157398195595,0.8084565964052263,0.18191653434204821,0.2793685281755667,345,113,0.2098533871596049,-6.30378902253505e-06,-5.210374322573557e-06
right_hip_z_range,0.7873989678811336,0.790951131067396,0.009747942728715025,0.057458092603067924,0.04262222840691001,0.7951760547482482,0.17811722186198078,0.30401723322981733,345,113,0.20851894518496253,-1.0336696751265854e-06,-8.553193801760248e-07
left_wrist_z_std,1.1681174034657686,1.1573195291565106,0.010797874309258132,0.06501550427558751,0.06256653054013805,0.9719272032860912,0.18016351437235492,0.27267641432559425,345,113,0.20743115580491434,4.198489343108147e-05,3.477208056892728e-05
wrist_vz_release,-6.268968233509341,-6.951670026512337,1.0143913795041872,5.370436486445778,4.467880223753675,0.6544978064493082,0.18295657175151142,0.22905439523220855,345,102,0.20586201127473228,-1.9227561144089444e-05,-1.594507577509946e-05
right_shoulder_z_std,0.28243116200834084,0.2833303806415822,0.003664166017456609,0.019982009485292464,0.018217542914703087,0.8914494205115653,0.17460508678680878,0.29793347506676837,345,113,0.20439843429348561,-2.3779689589849195e-06,-1.97440389432245e-06
mid_hip_z_max,3.84877756367559,3.85046327211483,0.003609029043647642,0.025442448520592974,0.022124464157606206,0.8596156843244904,0.1772245505204199,0.2677902114919945,345,113,0.20400357166961935,1.0391702215056992e-06,8.630956302435698e-07
knee_extension_rate_max,189.01377093135446,178.37888906656647,10.634881864787992,62.187806723904814,63.658352315147226,0.9781421882421156,0.1798298096338328,0.2277195056410906,345,113,0.20260176019794185,-2.9971742993641717e-05,-2.4922417366750342e-05
jerk_at_release,2718.7102269269417,2313.479787944877,676.5883967988108,5724.322433549925,2179.224139661136,0.5383836718863962,0.16826870923004092,0.24839209284298255,345,102,0.19310791851433917,5.150171768139928e-05,4.316601782806818e-05
right_shoulder_z_mean,5.103123555667159,5.105170929301031,0.004864029492732892,0.029002167332612332,0.022079146957647157,0.7934114216993404,0.1650885533912894,0.2793907152587577,345,113,0.19302762491716516,-1.5331786758789935e-05,-1.2851158211742548e-05
neck_z_q25,5.021590545212014,5.030241387833826,0.01026636691380356,0.05071249860498607,0.039679255037809794,0.7912401111949474,0.1652689290038606,0.266314093472049,345,113,0.19190033835106549,1.087408390970221e-05,9.123316404747364e-06
right_elbow_vel_min,0.06986125720651361,0.06647016497112669,0.007780054601109804,0.0440534760162922,0.03431162226778889,0.7913330515183596,0.16111238737969177,0.2516197929520541,345,113,0.1862743666748972,4.3889508983855185e-05,3.699777236768302e-05
right_elbow_z_q25,4.11889084663944,4.123967296239384,0.007838941865529126,0.04567606836117041,0.03324283930863799,0.8002559133336083,0.15775791563922492,0.27269400625079404,345,113,0.18502731626430433,1.6228746868439383e-05,1.3694829347562296e-05
neck_z_mean,5.11414388159047,5.1155594668296684,0.0042293527820065485,0.026571375580224744,0.020290525455009898,0.7994913211537901,0.15154283791059775,0.28900302550732665,345,113,0.18044314046133042,-1.5923374109394962e-05,-1.3489319022322352e-05
left_wrist_z_q25,3.8240816786669303,3.8367873753642927,0.022481343810876155,0.12220646728348539,0.10663494964388384,0.8755865488296332,0.14944262017624982,0.25501004574121794,345,113,0.17494362475037162,-1.1447106445033647e-05,-9.74268569478446e-06
arm_plane_angle,-4.0531172135601885,1.6082970592794634,8.862023103291284,54.24084150107589,50.52212637093275,0.8130081258159275,0.1525987854888968,0.22306480241842241,345,102,0.17490526573073906,8.327348802001093e-06,7.0876768067099016e-06
azimuth_angle,-4.0531172135601885,1.6082970592794634,8.862023103291284,54.24084150107589,50.52212637093275,0.8130081258159275,0.1525987854888968,0.22306480241842241,345,102,0.17490526573073906,2.2004666954025265e-07,1.8728886145845415e-07
right_elbow_z_std,0.8557540029719255,0.8572440259870365,0.007857562809188461,0.05773693032218136,0.05630074834067422,0.9169451331503308,0.14304188480666752,0.270435279790379,345,113,0.17008541278570544,-1.416905946268899e-05,-1.2109423216340852e-05
right_knee_vel_min,0.022225076341461664,0.022989834987079828,0.0016849525464424351,0.011151988487620463,0.011925683962485185,1.0712920778701926,0.13825481687893026,0.3012033976254399,345,113,0.16837515664147426,6.714849138168491e-05,5.7471687068993366e-05
hip_lateral_range,0.819158689526544,0.7905234762237917,0.02863521330275242,0.3446016811427193,0.22731605492268847,0.608871324612338,0.14393952229907683,0.24299087944351466,345,113,0.1682386102434283,2.1232391487793287e-05,1.8174704466726235e-05
right_knee_z_max,2.365373113880987,2.3649402274861195,0.004719237837518558,0.04455139356061889,0.017859741868170995,0.5746323239737158,0.1406495130013727,0.2483120194638589,345,113,0.1654807149477586,-2.6137318415833814e-05,-2.2426212704004622e-05
right_wrist_vel_prep_mean,1.3529890814553136,1.3029358537001448,0.06610547691194962,0.39674680962697717,0.3759243585652212,0.9692903127885898,0.13591293282313488,0.28777386926626647,345,113,0.16469031974976153,5.210236680981927e-05,4.4734953082647474e-05
left_wrist_z_mean,4.658320243116738,4.63966507735273,0.02512229966843242,0.17370976707702274,0.13562701821774542,0.8340047106197661,0.13690503446442354,0.2608693560548066,345,113,0.1629919700699042,2.3373907476560637e-05,2.0098081567283475e-05
right_shoulder_z_q25,4.989858979764192,4.998019245165678,0.009468950846695585,0.05562913109754816,0.04186608062940858,0.7392993558520202,0.12769921603457174,0.28865757391904096,345,113,0.15656497342647585,-7.809690696441086e-06,-6.752487647368267e-06
right_wrist_z_q25,3.8317803134088932,3.8173340317420905,0.01602976406190313,0.1256949591943372,0.12075934209164098,0.9804463133205961,0.13073962870049416,0.2571286910917917,345,113,0.15645249780967332,-1.5095838142693767e-05,-1.3053573900601502e-05
elevation_angle,-35.95750750182331,-39.76209946117203,4.76982575246917,35.23914171073068,29.75164205032942,0.6887754207947436,0.1368347359271437,0.18623959061258896,345,102,0.1554586949884026,7.3540712002153126e-06,6.3646335711629445e-06
right_hip_z_max,3.8467191191687102,3.847244136026992,0.0036315590510247846,0.0353122324003334,0.02211199135100906,0.7112934826472677,0.1309491996379845,0.24273757688612357,345,113,0.15522295732659686,-1.4956982606625523e-06,-1.294726919315973e-06
hip_vertical_velocity_max,3.2177932203787822,3.192937732259339,0.06104940572018651,0.6133329674558508,0.3072446825247905,0.7215650555399463,0.12589840389375978,0.22592584385574016,345,113,0.1484909882793338,-1.875507414980027e-05,-1.6330188343836354e-05
set_point_height,4.716130385191544,4.763428704022647,0.06617534683604352,0.4981910808538012,0.34890799897960323,0.6477616341424419,0.12161520846703856,0.21356926810273744,345,113,0.1429721352773123,-2.0688071066889592e-05,-1.810024096682827e-05
right_knee_z_mean,2.053998881492062,2.0544407783269185,0.0014537058035287848,0.012754339903055564,0.013146420402463593,1.0102198110279015,0.10985193873982656,0.32485179938262987,345,113,0.14233711867808954,7.067404445834957e-06,6.1867940122731415e-06
right_wrist_z_min,3.2708719129147736,3.2752303302935646,0.01542903476568928,0.12948640701457975,0.09035736309728587,0.7009270916430963,0.10828999128699815,0.2748266055393562,345,113,0.13577265184093376,2.9943828618013546e-06,2.6364280359699324e-06
left_wrist_z_range,3.766461001962855,3.7614246419184427,0.024714085350392333,0.21142864380831905,0.12529192186431792,0.8113056740953717,0.10670035550251156,0.2605614195833026,345,113,0.1327564974608418,4.7101925921148336e-05,4.1581686820363265e-05
right_elbow_z_energy,5569.648028475996,5541.7642155266785,27.883812949318305,277.11057570913005,252.65853847138592,0.885558186797679,0.10534625735194686,0.2193505205794694,345,113,0.1272813094098938,1.9429905384644083e-06,1.7236075168154078e-06
right_wrist_z_energy,6111.122696586277,6068.139630199559,42.983066386717404,487.841570306745,427.9835824780938,0.8370337752657794,0.10494271478024911,0.22158319377813152,345,113,0.12710103415806226,3.426127226025375e-05,3.0397693926211964e-05
left_wrist_z_min,3.323968808115392,3.326232780288893,0.021429440093985994,0.20971542735835777,0.11503400611210207,0.773409872803529,0.10018553778344333,0.2403987048770437,345,113,0.1242254082711477,2.66786494960498e-05,2.3730694307182282e-05
