r_wrist_height_f125,elbow_angle_f125,shoulder_angle_f125,arm_extension_ratio_f125,arm_elevation_f125,wrist_y_diff_f125,wrist_x_diff_f125,r_wrist_height_f140,elbow_angle_f140,shoulder_angle_f140,arm_extension_ratio_f140,arm_elevation_f140,wrist_y_diff_f140,wrist_x_diff_f140,r_wrist_height_f155,elbow_angle_f155,shoulder_angle_f155,arm_extension_ratio_f155,arm_elevation_f155,wrist_y_diff_f155,wrist_x_diff_f155,wrist_velocity_mag_v135,wrist_velocity_y_v135,wrist_velocity_z_v135,elbow_velocity_mag_v135,wrist_velocity_mag_v145,wrist_velocity_y_v145,wrist_velocity_z_v145,elbow_velocity_mag_v145,wrist_velocity_mag_v155,wrist_velocity_y_v155,wrist_velocity_z_v155,elbow_velocity_mag_v155,peak_wrist_velocity,peak_velocity_frame_ratio,wrist_velocity_pct50,wrist_velocity_pct60,wrist_velocity_pct70,wrist_height_max,wrist_height_min,wrist_height_range,max_height_frame_ratio,kinetic_chain_score,hip_to_wrist_delay
0.093229294,75.2053,87.94193,0.6170261,-16.691807,0.6665783,-0.064460754,0.22935295,93.92464,118.85813,0.73210233,-7.1010103,0.6615391,-0.17398643,0.23730469,166.35553,139.68391,0.99292123,-2.630406,0.90255547,-0.6357231,2.3596725,-0.032844543,2.2761726,2.5917373,5.609872,-0.5895996,4.561844,3.429211,3.150474,0.6916809,1.3256836,1.3724736,6.3223176,0.625,5.6470957,4.7335906,0.48195824,-24.721703,-25.182571,0.46086884,0.9958333333333333,0.3333333333333333,6
0.12793922,79.51232,98.11721,0.64447093,-14.55223,0.6996536,-0.115917206,0.21050453,95.64965,121.11283,0.74224895,-7.0526257,0.7004814,-0.19319725,0.27536392,171.532,140.33049,0.99727196,-1.7308921,0.9770527,-0.7462578,2.6151786,0.22899628,2.4654865,2.3891745,6.17827,0.0995636,4.228449,3.918691,0.58467054,0.42755127,-0.3806591,0.87228554,13.447749,0.875,6.1867857,6.0785193,0.4484912,-24.13824,-25.139326,1.0010853,0.8916666666666667,1.0,70
0.10952377,75.76784,89.46508,0.6221331,-15.288599,0.706295,-0.048397064,0.2424736,91.27114,116.55175,0.71690506,-6.8899326,0.67767334,-0.19116592,0.29000092,163.66847,136.0302,0.9898613,-1.6759517,0.94262314,-0.72974014,2.4370542,0.36071777,2.2463894,2.4508643,5.280519,-0.33611298,4.294424,3.1870284,2.8408394,1.114769,1.5306473,1.8799437,6.932265,0.9666666666666667,6.218751,4.5867834,1.1963639,-24.69755,-25.231123,0.53357315,0.9958333333333333,1.0,91
0.13978004,76.46479,98.46921,0.6229578,-12.287878,0.7330971,-0.08423805,0.19499016,96.78254,125.80136,0.7483146,-5.5522175,0.6873512,-0.16911888,0.25287247,164.93028,142.434,0.991366,-1.5036762,0.90938187,-0.67497444,2.4190712,-0.35224915,2.3412323,2.1832347,6.555291,-0.15678406,4.358883,3.7527745,0.7406694,0.642128,0.36907196,1.0790738,11.071185,0.9708333333333333,7.127832,6.039603,0.49072677,-24.655582,-25.268017,0.6124344,0.041666666666666664,0.6666666666666666,95
0.11248398,78.47289,95.60723,0.63779074,-14.691405,0.6801033,-0.10653114,0.21048737,95.215065,118.08602,0.73986816,-6.653731,0.7085552,-0.16370201,0.27834702,171.25626,140.45691,0.9970904,-1.3425397,0.9783249,-0.725544,2.560342,0.3199768,2.3790836,2.192783,6.0042043,0.11135101,4.5909405,4.07308,0.8945898,0.8852005,0.09361267,0.8841808,15.272211,0.9,5.853418,5.976859,1.2034451,-24.286184,-25.20467,0.91848564,0.9958333333333333,1.0,78
0.098833084,77.06357,100.67393,0.6261501,-13.027893,0.68998146,-0.08045006,0.18397331,97.410446,122.91603,0.7519953,-6.547917,0.7105961,-0.17111015,0.26213837,169.8241,142.39023,0.99606025,-1.4510304,0.96564865,-0.67793846,2.2889924,-0.1026535,2.263012,2.1744828,6.3391724,0.41873932,4.106741,3.890028,1.0269725,0.1429367,-0.041713715,0.8764158,8.110907,0.9625,7.09433,6.227572,0.7404212,-24.770012,-25.28195,0.5119381,0.9958333333333333,1.0,94
0.2343502,81.04038,106.88051,0.6539166,-8.5370455,0.68699455,-0.21590233,0.18755531,106.6974,121.74818,0.8035176,-6.7230296,0.68047523,-0.2699566,0.29211617,162.72734,140.26706,0.9886619,-1.320559,0.9538708,-0.6429653,2.3706803,-0.47000885,2.2540283,1.7768921,5.808614,0.56682587,3.5745049,3.3866975,1.4118068,0.032844543,-0.008382797,0.5579298,6.7301416,0.4166666666666667,4.527956,5.999645,0.29598224,-24.765484,-25.163157,0.39767265,0.9958333333333333,0.3333333333333333,-35
0.10109329,79.41819,95.19145,0.64558476,-14.46289,0.67437744,-0.12332916,0.21002579,93.31224,119.139015,0.72931504,-7.111601,0.67193985,-0.19935608,0.31963158,169.43161,139.1254,0.99575055,-0.80403894,0.9521961,-0.7115936,2.4406154,0.26229858,2.3696995,2.370082,6.1150417,-0.15415192,4.3085575,3.4397485,1.4555701,0.94802856,0.61597824,1.1942167,7.5042744,0.4666666666666667,6.480336,5.476405,0.11380436,-24.805674,-25.350708,0.5450344,0.004166666666666667,0.6666666666666666,-28
0.11084175,72.69951,89.03702,0.6006338,-14.993723,0.68209076,-0.13158417,0.20454597,93.26665,115.919556,0.7295172,-7.3134065,0.6886673,-0.26496887,0.28108978,169.98795,137.32819,0.99618614,-1.837135,0.9363327,-0.7913952,2.4445982,-0.0034332275,2.4289227,2.555443,5.904051,-0.060539246,4.5827007,3.8085523,1.3854643,0.44895172,0.41905403,0.9258646,7.151319,0.8625,5.8620777,5.450911,0.682864,-24.719566,-25.28411,0.5645428,0.9916666666666667,0.6666666666666666,68
0.09760666,78.844925,91.79356,0.64138365,-14.439805,0.6815262,-0.104185104,0.23113823,92.35912,118.630714,0.7224453,-6.0581293,0.70412254,-0.13558578,0.26335144,163.13841,137.14027,0.98919415,-1.6117331,0.87882614,-0.73378754,2.1448689,0.3974533,1.9205761,2.173067,5.491287,-0.42446136,4.171171,3.1434972,3.0018866,0.9003067,1.3729477,1.5234749,6.930097,0.6208333333333333,5.6823096,4.650029,0.5541707,-24.861073,-25.29821,0.4371376,0.7333333333333333,0.6666666666666666,8
0.07944298,79.092735,93.98068,0.6407678,-15.779064,0.7026882,-0.11707878,0.16994286,93.72309,122.461845,0.7308037,-7.6931486,0.6583252,-0.20800018,0.2609043,172.28029,140.40332,0.9977318,-1.4132298,0.9591484,-0.67289543,2.4961154,0.07816315,2.3568535,2.4441843,6.321184,0.45593262,3.9875507,3.7031953,0.40172857,0.1669693,-0.20799637,0.49657696,14.67926,0.825,6.906415,6.074633,1.0566165,-24.211258,-25.318176,1.1069183,0.9541666666666667,1.0,72
0.17333221,87.53874,113.565025,0.693335,-10.259437,0.70516205,-0.1254654,0.196558,126.589096,131.6423,0.8938467,-4.700742,0.74596024,-0.23288155,0.30280495,166.3649,140.55539,0.9929293,-0.27906892,0.9907017,-0.5483074,3.1206234,-0.28759003,2.928772,2.458234,5.1315956,0.4365921,2.8954124,2.5635855,1.5165924,0.46268463,-0.12104988,0.9301964,49.438335,0.9666666666666667,5.1048455,5.429024,1.134955,-24.591759,-25.25885,0.66709137,0.0,0.6666666666666666,-4
0.16640091,81.56714,105.16174,0.65654457,-11.576638,0.7049122,-0.122154236,0.20444298,101.688896,125.044685,0.77594346,-5.8867917,0.7043705,-0.15857315,0.26861382,167.68243,139.32913,0.9942286,-2.2668042,0.9422798,-0.5832195,2.1415668,-0.35499573,2.1100903,1.8755584,5.9293013,0.47836304,3.791914,3.5850399,1.0484198,0.01991272,-0.24541855,0.6045733,13.345107,0.875,5.741473,5.8997865,0.7922095,-24.808008,-26.403337,1.5953293,0.0,0.3333333333333333,-14
0.102048874,78.68917,94.78352,0.63900256,-14.914102,0.7016773,-0.07506561,0.22206497,92.89024,118.31135,0.7259231,-7.8737664,0.6932125,-0.1759224,0.23405457,165.55959,138.53487,0.99207157,-3.4352484,0.90130043,-0.67408943,2.5925581,0.064201355,2.4960423,2.2685032,6.026488,-0.12840271,4.366522,3.7281232,0.7347404,0.21274567,0.55758476,1.2061605,9.699813,0.9625,6.753108,5.5103436,0.8604822,-24.722174,-25.23733,0.5151558,0.1125,0.6666666666666666,93
0.081134796,77.55682,88.60322,0.63368565,-16.575535,0.70928574,-0.028923035,0.19617844,95.164986,123.11917,0.73987556,-6.6244054,0.66788864,-0.19969368,0.22528267,167.23112,138.33896,0.9938035,-2.876197,0.89056206,-0.64431953,2.4936955,0.024261475,2.3664665,2.6844387,5.186335,-0.6723404,3.9510727,2.7837348,2.8109598,0.68618774,1.259594,1.6591824,13.16942,0.8875,7.0623865,4.317583,0.6250242,-24.297201,-25.244995,0.94779396,0.9958333333333333,0.6666666666666666,1
0.09836388,79.19304,99.66571,0.64108527,-13.73663,0.6804657,-0.074373245,0.16527939,97.90879,123.08796,0.75500846,-7.631854,0.673851,-0.12631416,0.24157143,169.11296,141.16882,0.9954902,-2.2337897,0.9401474,-0.65350723,2.5511832,-0.06568909,2.489233,2.4103794,6.3566566,0.18573761,4.1804695,3.804235,0.5212848,0.22052765,0.23978233,0.8871991,10.388701,0.9666666666666667,6.6190643,6.217988,0.92373437,-24.580595,-25.287931,0.7073364,0.9958333333333333,1.0,95
0.099393845,79.51023,96.42684,0.6455907,-15.064786,0.65426826,-0.10346794,0.19962692,93.62266,119.75311,0.730011,-7.0712767,0.6764183,-0.1951046,0.2897339,168.0688,139.534,0.99458444,-1.3015172,0.9923115,-0.69256973,2.130597,-0.062828064,2.0241165,1.9949511,5.833982,-0.094070435,4.228821,3.560769,1.366683,0.7624054,0.50748825,1.1080012,13.183744,0.8666666666666667,6.0169992,5.409749,0.35430983,-24.677704,-25.24105,0.56334686,0.0,0.6666666666666666,70
0.08016586,76.755135,95.43489,0.62554187,-15.418583,0.68387794,-0.13704681,0.18544388,91.82633,117.894325,0.7197017,-8.229439,0.6804085,-0.18497086,0.23265648,164.17471,138.8491,0.9904792,-1.9494133,0.9555645,-0.70667076,2.1794167,0.021743774,2.0934677,1.8716891,5.9048223,-0.20553589,4.18087,3.522084,1.013236,0.526886,0.738945,1.2591217,8.363894,0.9041666666666667,5.3500595,5.438979,1.2408693,-24.772484,-25.270752,0.49826813,0.9958333333333333,0.6666666666666666,-15
0.100790024,76.43648,90.97556,0.6249361,-16.006168,0.6994648,-0.095466614,0.20541763,91.71305,119.80758,0.718786,-6.888484,0.6939125,-0.20135689,0.23708534,170.43423,139.0608,0.9965179,-2.6223376,0.9552784,-0.7402935,2.3054984,-0.10002136,2.263298,2.366721,6.3352647,-0.50457,4.548912,3.5113063,2.0262294,0.54885864,0.7336235,1.0909495,7.0616145,0.4625,6.3122573,5.3554015,0.5622066,-24.667477,-25.239973,0.5724964,0.0625,0.6666666666666666,-28
0.082588196,74.51875,91.88624,0.6141985,-15.497209,0.68383217,-0.08424187,0.19631004,95.725876,119.345,0.7427359,-7.37073,0.685133,-0.19100761,0.25092125,170.44478,138.67726,0.9965255,-2.4885721,0.9493103,-0.7008438,2.5890174,-0.03135681,2.492609,2.5551202,5.99559,-0.27763367,3.9891243,3.690181,0.6940511,0.65597534,-0.051670074,0.77129495,15.668698,0.9708333333333333,6.894223,5.8095613,0.54496646,-24.495415,-25.22889,0.73347473,0.9958333333333333,1.0,96
0.14372826,77.084885,94.90833,0.628529,-14.934206,0.64279175,-0.17070198,0.24567413,97.97567,120.769516,0.7554402,-6.639303,0.6680317,-0.20293808,0.3079071,170.87323,138.87361,0.99682987,-1.3388349,0.9615021,-0.7403202,2.5622375,0.1429367,2.4484062,2.796387,5.8825827,-0.02746582,4.3414307,3.3713257,1.8090919,0.818367,0.6802082,1.1139652,7.742396,0.9833333333333333,5.2593412,5.2295256,0.88851166,-24.520258,-25.12448,0.60422134,0.03333333333333333,1.0,96
0.050535202,76.922035,89.10613,0.6299366,-17.260653,0.65849495,-0.06053734,0.22669029,90.83485,120.08273,0.71352655,-6.894841,0.6868324,-0.2052269,0.19748116,161.36508,137.28711,0.9868272,-3.4946036,0.8472824,-0.68138313,2.1401966,-0.005722046,2.0862007,2.414005,4.704674,-0.6651306,4.0090084,2.9741936,3.915398,0.8244324,1.9774532,2.0058165,10.917634,0.9166666666666666,6.121782,4.017357,0.3170616,-24.60892,-25.509394,0.90047455,0.8291666666666667,0.3333333333333333,-16
0.16710854,77.83887,100.22813,0.631869,-11.866389,0.71437645,-0.14698601,0.15286636,101.54968,121.56435,0.7752101,-8.117634,0.70199203,-0.1956253,0.24132347,169.77258,140.30165,0.99602234,-1.9125081,1.0204563,-0.7317314,2.015861,-0.1876831,1.9792843,1.8512506,5.9852133,0.21606445,3.9599133,3.6620646,1.1414019,0.49312592,-0.2511692,0.9476243,7.588628,0.45,5.5336747,5.910819,0.68303746,-24.765303,-25.245022,0.47971916,0.0375,0.6666666666666666,-28
-0.0033950806,76.57665,88.68054,0.62900394,-18.267847,0.6871338,-0.054353714,0.1754036,90.31114,117.62808,0.7120947,-8.922579,0.6722126,-0.21421814,0.19527626,162.91063,138.243,0.98890334,-3.482969,0.8843441,-0.7054615,2.7056365,0.23643494,2.4925232,2.8824923,5.5062604,-0.70713043,4.4385624,3.2475882,3.155991,0.9702301,1.8088245,1.9446198,11.767904,0.9583333333333334,6.915489,4.5084834,0.7563572,-24.404095,-25.212852,0.8087578,0.0,0.6666666666666666,-3
0.11221504,78.45823,93.347755,0.6383964,-15.218037,0.68141556,-0.08451271,0.2152443,92.86516,117.93835,0.72593963,-6.3252335,0.67894363,-0.18213654,0.27517128,169.67267,137.41856,0.99594176,-1.8314074,0.9238987,-0.71395874,2.1541255,0.13595581,2.0990467,2.076948,5.8116326,-0.14591217,4.13764,3.6156867,1.1085265,0.5490875,0.45481682,1.209823,9.817678,0.9666666666666667,6.355541,5.385623,0.5793284,-24.75363,-25.310116,0.5564861,0.09583333333333334,1.0,92
